ID;Link;Aussagen;Aussagennummer
81;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;If a baby is breastfed, it needs to get vitamin D daily.;511
19;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;It is recommended to get children outside, as one of the benefits is vitamin D. ;512
35;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Breastfed babies need to be supplemented with vitamin D.;513
;#NV;Vitamin D helps with calcium absorption.;514
;#NV;Breastfed babies need to be supplemented with 400 IU vitamin D.;515
;#NV;Babies just get one drop of vitamin D a day typically.;516
;#NV;Babies can either be supplemented directly with 400 IUs of vitamin D, or if mom is breastfeeding, mom needs to be taking 6400 IUs.;517
;#NV;Mothers should be taking a prenatal.;518
;#NV;Mothers should look at what's in the prenatal.;519
;#NV;Mothers should find out how much additional vitamin D they need to be adding besides the prenatal.;520
18;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Kindern muss unbedingt Vitamin D geben werden.;521
;#NV;Vitamin D Präparate gelten als Rachitis Prophylaxe für Neugeborene.;522
;#NV;Es ist empfehlenswert ab dem siebten Lebenstag einem neugeborenen Kind jeden Tag bis zum zweiten Lebensjahr eine Tablette Vitamin D mit 400 bis 500 IE zu geben.;523
;#NV;Eine Tablette enthält 400 bis 500 IE Vitamin D.;524
;#NV;Kinder müssen Vitamin D Präparate mit 400 bis 500 IE für die Rachitis Prophylaxe gegeben werden, da die Knochen des Neugeborenen sehr weich sind.;525
;#NV;Kinder müssen Vitamin D Präparate mit 400 bis 500 IE für die Rachitis Prophylaxe gegeben werden, da Vitamin D nicht ausreichend ist in der Muttermilch und in der Säuglingsernährung enthalten ist.;526
;#NV;Kinder dürften zwei Jahre lang Vitamin D Präparate erhalten.;527
102;https://www.instagram.com/tv/CBm6RAvBhSz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Every baby from the first day of life till it becomes one year old has to receive 400 IE vitamin D per day. ;528
;#NV;If the vitamin D preparation contains 800 units per ml, the baby needs to be given 0.5 ml, and if it contains 400 units, the baby needs to be given 1 ml. ;529
;#NV;Vitamin D is a fat-soluble vitamin, so it is best absorbed when it is given with food. ;530
;#NV;In infants, it doesn't matter when vitamin D is administered. ;531
;#NV;The vitamin D dosage (400 units) remains the same from the first day of life till the child becomes one year old, irrespective of the weight of the baby. ;532
;#NV;The vitamin D dosage (400 units) remains the same from the first day of life till the child becomes one year old, irrespective of the age of the baby. ;533
;#NV;An important precaution to observe before administering the vitamin D drops is to shake the bottle vigorously. ;534
;#NV;After using the vitamin D dropper, do not close the bottle using the dropper.;535
;#NV;After using the vitamin D dropper, use the lid that is provided with the dropper. ;536
;#NV;The bottle containing the vitamin D drops should be kept tightly closed.;537
;#NV;The bottle containing the vitamin D drops should be stored in a cool place.;538
;#NV;The bottle containing the vitamin D drops should be stored in a dry place.;539
;#NV;Taking vitamin D supplementation is very important for babies' growth.;540
;#NV;Taking vitamin D supplementation is very important for babies' immunity.;541
;#NV;Taking vitamin D supplementation should never be skipped, even for one day.;542
31;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Ab Geburt wird die Gabe von Vitamin D in Kombination mit Fluorid empfohlen, denn in jedem Monat bis zum ersten Geburtstag kann diese Tablette das Kariesrisiko um das 2,5-fache senken. ;543
;#NV;Eine geeignete Möglichkeit für die Verabreichung von Vitamin D ist es, die Tablette direkt in die Wangentasche zu geben und das Kind zum Stillen anzulegen.;544
;#NV;Eine geeignete Möglichkeit für die Verabreichung von Vitamin D ist es, die Tablette auf einem Löffel mit etwas Wasser, gerne auch Muttermilch, wenn es nicht so umständlich ist, aufzulösen. ;545
;#NV;Eine geeignete Möglichkeit für die Verabreichung von Vitamin D ist es, die Tablette im Saugeransatz aufzulösen.;546
;#NV;Eine geeignete Möglichkeit für die Verabreichung von Vitamin D ist es, die Tabletten in das Stillhütchen zu packen.;547
;#NV;Eine geeignete Möglichkeit für die Verabreichung von Vitamin D ist es, die Tablette aufgelöst über eine Medikamentenspritze zu verabreichen.;548
;#NV;Was auf keinen Fall gemacht werden solltet ist die Vitamin D Tablette in eine Flasche aufzulösen, da die Gefahr besteht, dass das Kind diese nicht vollständig ausleeren wird.;549
25;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;If a mother is taking an adequate amount of vitamin D daily, then the baby doesn't need to be supplemented any further because her breast milk will be sufficient. ;550
;#NV;If a mother isn't taking an adequate amount of vitamin D daily, then the baby needs to be given vitamin D drops daily. ;551
;#NV;There are lots and lots of studies about supplementing breastfed babies with vitamin D.;552
;#NV;"There's a lot more up-to-date research and up-to-date studies about the topic ""Do breastfed babies need additional vitamin D?""";553
;#NV;If a baby is deficient in vitamin D, it can cause rickets, which is why it's very important that babies get the right amount of vitamin D. ;554
;#NV;If a baby is deficient in vitamin D, it can cause cardiac problems, which is why it's very important that babies get the right amount of vitamin D.;555
;#NV;Up until recently, it's always been advised that babies get additional vitamin D drops.;556
67;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D ist entscheidend für ein stabiles Immunsystem.;557
;#NV;Vitamin D ist entscheidend für den Knochenaufbau.;558
;#NV;Vitamin D ist entscheidend für die Zellteilung.;559
;#NV;Ein Vitamin D Mangel kann zu Rachitis führen.;560
;#NV;Bei Rachitis sind die Knochen weich.;561
;#NV;Ein Vitamin D Mangel kann zu einem verlangsamten Wachstum führen.;562
;#NV;Ein Vitamin D Mangel kann zu einer häufigen Infektanfälligkeit führen. ;563
;#NV;Zur Unterstützung von Kindern eignet sich eine tägliche Vitamin D Supplementierung. ;564
54;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D is a supplement that babies need.;565
;#NV;Breastfed babies (fully breastfed, or more than 50% of their diet is breast milk) need vitamin D supplementation.;566
79;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Die tägliche Vitamin-D-Prophylaxe bei Kindern ist für Eltern heute ganz selbstverständlich.;567
;#NV;Es ist vielen Eltern nicht so ganz klar, welche Krankheit man mit der täglichen Vitamin-D-Prophylaxe bei Kindern verhindern will. ;568
;#NV;Rachitis ist eine Krankheit, die bei Vitamin-D-Mangel entsteht.;569
;#NV;Bei Rachitis kann der Körper das Calcium nicht gut aufnehmen.;570
;#NV;Bei Rachitis kann der Körper das Calcium nicht gut in die Knochen einbauen.;571
;#NV;Kann der Körper das Calcium nicht gut aufnehmen und in die Knochen einbauen verformen sich die Knochen.;572
;#NV;Kann der Körper das Calcium nicht gut aufnehmen und in die Knochen einbauen geben die Knochen unter dem Gewicht des Körpers nach. ;573
;#NV;Rachitis macht neurologische Symptome.;574
;#NV;Es gibt viele traurige Geschichten, die damals passiert sind, wenn Frauen mit durch Rachitis zusammengedrückten Becken schwanger geworden sind und nicht in der Lage waren, die Kinder durch dieses Becken zu gebären. ;575
;#NV;In den 1920er Jahren hat man dann mit Lebertran angefangen zu substituieren, weil Lebertran sehr wirkungsvoll viel Vitamin-D enthält.;576
;#NV;In den 1920er Jahren hat man dann mit Lebertran angefangen zu substituieren, weil Lebertran Rachitis verhindert hat.;577
83;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D spielt in der Schwangerschaft eine der entscheidendsten Rollen für das Kind.;578
;#NV;Vitamin D spielt in der Schwangerschaft eine der entscheidendsten Rollen für die Mutter.;579
;#NV;Ein optimaler Vitamin-D-Spiegel unterstützt die gesunde Knochenentwicklung des Babys.;580
;#NV;Ein optimaler Vitamin-D-Spiegel unterstützt die gesunde Gehirnentwicklung des Babys.;581
;#NV;Ein optimaler Vitamin-D-Spiegel senkt das Risiko für Komplikationen wie Frühgeburten, da Vitamin D nicht nur ein Vitamin ist, sondern ein hormonähnlicher Botenstoff.;582
;#NV;Ein optimaler Vitamin-D-Spiegel senkt das Risiko für Schwangerschaftsdiabetes, da Vitamin D nicht nur ein Vitamin ist, sondern ein hormonähnlicher Botenstoff.;583
;#NV;Vitamin D reguliert über 1000 Gene im Körper.;584
;#NV;Damit Vitamin D richtig wirken kann, braucht es die passenden Partner. ;585
;#NV;Magnesium ist notwendig, um Vitamin D in seine aktive Form umzuwandeln. ;586
;#NV;Die Wissenschaft ist sich einig: Eine gute Versorgung mit Vitamin D, gemeinsam mit den Schlüsselnährstoffen K2, Magnesium und Omega-3 und regelmäßiger Bewegung, schafft die besten Voraussetzungen für eine gesunde Schwangerschaft.;587
;#NV;Die Wissenschaft ist sich einig: Eine gute Versorgung mit Vitamin D, gemeinsam mit den Schlüsselnährstoffen K2, Magnesium und Omega-3 und regelmäßiger Bewegung, schafft die besten Voraussetzungen für einen optimalen Start eines Babys ins Leben.;588
15;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;A breastfeeding mother can give their child 400 IUs of vitamin D in drops every day. ;589
;#NV;A pumping mother can give their child 400 IUs of vitamin D in drops every day. ;590
;#NV;A breastfeeding mother can take 6400 IUs of vitamin D3 every day.;591
;#NV;When a breastfeeding mother takes 6400 IUs of vitamin D3 every day, it is the equivalent of 400 IUs for the infant passing through the breast milk. ;592
99;https://www.instagram.com/tv/CBm6RAvBhSz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;It's known how much vitamin D children over the age of four should have during the winter months.;593
;#NV;It's known how much vitamin D children under the age of four should have daily.;594
;#NV;It should be ensured that vitamin D supplements for children contain 10 micrograms of vitamin D.;595
;#NV;It is really important to give all children over five years of age daily a vitamin D supplement containing 10 micrograms during the winter months because the sun is very far away.;596
;#NV;It is really important to give all children over five years of age daily a vitamin D supplement containing 10 micrograms during the winter months because vitamin D is not reliably eaten in lots of the foods that we have. ;597
;#NV;A child under four should be having some vitamin D every single day through dark months and summer months, unless they're having over 500 mils of formula milk a day. ;598
;#NV;Giving vitamin D with a meal is recommended, because it's best absorbed with fat.;599
;#NV;It is recommended to focus on a supplement ideally that contains vitamin D3, as it's slightly better absorbed by the body. ;600
12;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Die Zahnhygiene beginnt schon ab der Geburt, indem Vitamin D und Fluorid als Tabletten substituiert wird. ;601
;#NV;Wenn das Kind den ersten Zahn bekommt, wenn dieser also durchbricht, ungefähr im Alter von sechs Monaten, dann sollte reines Vitamin D gegeben werden.;602
95;https://www.instagram.com/reel/DQ45VDEDXYe/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D ist wichtig für starke Knochen.;603
;#NV;Vitamin D ist wichtig für Zähne.;604
;#NV;Vitamin D ist wichtig für ein gesundes Immunsystem. ;605
;#NV;Babys können Vitamin D kaum selbst bilden, weil sie nicht direkt in die Sonne dürfen.;606
;#NV;Weil Babys nicht direkt in die Sonne dürfen, empfehlen Kinderärztinnen und Kinderärzte eine tägliche Gabe von Vitamin D im ersten Lebensjahr.;607
;#NV; Ältere Kinder tanken Vitamin D am besten draußen in der Sonne.;608
;#NV;Es kann für ältere Kinder sehr viel Sinn machen, vor allem jetzt im Winter, auf ein Vitamin D Präparat zurückzugreifen.;609
68;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Es ist ganz wichtig, dass Kinder täglich Vitamin D bekommen.;610
;#NV;Vitamin D stärkt es das Immunsystem.;611
;#NV;Mit Vitamin D Supplementation sind Kinder weniger anfällig für Infekte.;612
;#NV;Vitamin D ist sehr wichtig für den Knochenstoffwechsel.;613
;#NV;Alle Eltern schmieren ihre Kinder mit Sonnencreme mit Lichtschutzfaktor 50 ein.;614
;#NV;Am Strand laufen alle Kinder in langen UV-Shirts rum.;615
;#NV;Wenn Eltern ihre Kinder mit 50 einschmieren und die Kinder am Strand dann in langen UV-Shirts rumlaufen produzieren diese selbst nicht genug Vitamin D.;616
;#NV;Auch Kinder brauchen Vitamin D.;617
89;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Kinder von Frauen, welche in der Schwangerschaft 2800 IE Vitamin D eingenommen haben, haben nach 6 Jahren 50% weniger Schmerzdefekte, als die Kinder von Schwangeren die in der Schwangerschaft 400 IE Vitamin D eingenommen haben.;618
;#NV;Vitamin D im letzten Trimester zu supplementieren wäre das Simpelste, um das Risiko für Kreidezähne zu minimieren.;619
28;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Expecting mothers should make sure to have their vitamin D levels checked to avoid cavities in their kids.;620
;#NV;The vitamin D level in the blood of expectant mothers should be somewhere around 60 or 70.;621
;#NV;A way to avoid letting the vitamin D levels go too low is to not guess, get it checked.;622
;#NV;A way to avoid letting the vitamin D levels go too low is to get enough fat in the diet. ;623
;#NV;Cholesterol plays an important role in avoiding too low vitamin D levels.;624
;#NV;Vitamin D is a fat-soluble hormone.;625
;#NV;If pregnant women have low vitamin D levels, their kids' teeth have a three-fold chance of cavities.;626
;#NV;If pregnant women have low vitamin D levels, their kids' teeth have a three-fold chance of problems with their teeth.;627
72;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Maternal doses of 6400 units daily do reach adequate levels in breast milk to supplement the baby. ;628
;#NV;It's not recommended for mothers to take 6400 units of vitamin D daily to supplement their babies' vitamin D without the guidance of their doctor because it depends on a multitude of maternal factors, including the mother's serum vitamin D level.;629
;#NV;It's not recommended for mothers to take 6400 units of vitamin D daily to supplement their babies' vitamin D without the guidance of their doctor because it depends on a multitude of maternal factors, including the BMI of the mother.;630
;#NV;It's not recommended for mothers to take 6400 units of vitamin D daily to supplement their babies' vitamin D without the guidance of their doctor because it depends on a multitude of maternal factors, including the weight of the mother.;631
;#NV;It's not recommended for mothers to take 6400 units of vitamin D daily to supplement their babies' with vitamin D without the guidance of their doctor because it depends on a multitude of maternal factors, including the season, that would impact how much a mother is exposed to vitamin D. ;632
;#NV;It's not recommended for mothers to take 6400 units of vitamin D daily to supplement their babies' with vitamin D without the guidance of their doctor because it depends on a multitude of maternal factors, including the geographic location that would impact how much a mother is exposed to vitamin D. ;633
;#NV;Vitamin D is a fat-soluble vitamin. ;634
;#NV;Vitamin D toxicity can occur.;635
;#NV;People interested in taking maternal doses of vitamin D to supplement their breastfed baby should talk to a doctor about their past medical history and see if this would be a good option for them.;636
;#NV;It is appropriate for breastfeeding women to take maternal doses of vitamin D to supplement the baby.;637
;#NV;It is appropriate to directly supplement a baby with 400 units of vitamin D.;638
80;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Kranke Kinder im ersten Lebensjahr, die zur Labordiagnostik kommen  haben einen normalen Vitamin D Spiegel.;639
;#NV;30 Nanogramm pro Milliliter entsprechen einem normalen Vitamin D Spiegel.;640
;#NV;Bei allen kranken Kinder im ersten Lebensjahr, die zur Labordiagnostik kommen und die sich nicht im ersten Lebensjahr befinden, sind die Vitamin D Spiegel im Keller. ;641
;#NV;Junge Mütter bekommen alle eine Vitamin D Supplementation, weil seit dem letzten Jahrhundert bekannt ist, dass Vitamin D-Mangel bei kleinen Kindern Rachitis erzeugt.;642
;#NV;Da Rachitis die Knochen verformt wurde künstliches Vitamin D genutzt, um die Rachitis zu beseitigen.;643
;#NV;Da Rachitis bleibende Schäden hinterlässt wurde künstliches Vitamin D genutzt, um die Rachitis zu beseitigen.;644
;#NV;Als man mit der Gabe von Vitamin D angefangen hat, sind die Kinder, sobald sie laufen konnten, rausgegangen und haben draußen gespielt. ;645
;#NV;Heute gehen die Kinder nicht mehr raus.;646
;#NV;Heute spielen die Kinder drinnen mit der Playstation oder dem Computer und das heißt, dass diese kein Vitamin D mehr machen. ;647
;#NV;Es wird empfohlen im zweiten Lebensjahr Vitamin D abzusetzen.;648
;#NV;Es wird empfohlen bis zum zweiten Lebensjahr Vitamin D einzunehmen.;649
;#NV;Es wird empfohlen im zweiten Lebensjahr Vitamin D abzusetzen, da davon ausgegangen wird, dass das Kind es nicht mehr braucht. ;650
;#NV;Alle Kinder wachsen mit Vitamin D Mangel auf. ;651
;#NV;Was daraus kommt, dass alle Kinder mit Vitamin D Mangel auf wachsen, ist noch nicht bekannt. ;652
;#NV;Was mit einem Kind mit Vitamin D Mangel passiert, was in der Zeit ist, wo es wächst, werden wir in 20 Jahren erfahren.;653
;#NV;Was mit einem Kind mit Vitamin D Mangel passiert, was in der Zeit st, wo es sein Gehirn auch ausbilden soll, werden wir in 20 Jahren erfahren.;654
41;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Kinder sind häufig nur bis zum 18. Lebensmonat ausreichend mit Vitamin D versorgt.;655
;#NV;Vitamin D ist wichtig für Kinder.;656
;#NV;Vitamin D ist unerlässlich für ein gesundes Wachstum.;657
;#NV;Vitamin D unterstützt das Immunsystem.;658
;#NV;Vitamin D hilft bei der stabilen Entwicklung von Knochen.;659
;#NV;Vitamin D hilft bei der stabilen Entwicklung von Muskeln. ;660
;#NV;Ohne genug Vitamin D kann der Körper Calcium nicht richtig aufnehmen.;661
;#NV;Mit ausreichend Bewegung in der Sonne und an der frischen Luft. kann sichergestellt werden, dass die Familie ausreichend mit Vitamin D versorgt wird, ;662
;#NV;Supplemente können die Zufuhr von Vitamin D unterstützen.;663
;#NV;Vegane Vitamin D Supplemente sind für alle Kinder ab drei Jahren geeignet.;664
;#NV;zuckerfrei Vitamin D Supplemente sind für alle Kinder ab drei Jahren geeignet.;665
;#NV;Vitamin D Supplemente, die nach Orange schmecken sind für alle Kinder ab drei Jahren geeignet.;666
36;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Low vitamin D levels may be linked to type 1 diabetes. ;667
;#NV;It makes sense that low vitamin D levels may be linked to type 1 diabetes, because in type 1 diabetes some of our immune cells have become pathogenic. ;668
;#NV;It makes sense that low vitamin D levels may be linked to type 1 diabetes, because in type 1 diabetes some of our immune cells have become autoreactive. ;669
;#NV;With type 1 diabetes, a person basically turns into an autoimmune problem where tissue damage starts to occur, similar to multiple sclerosis. ;670
;#NV;There is a link between less sunlight exposure as a kid and a higher risk of multiple sclerosis.;671
;#NV;There are strong enough correlation signals to warrant a link between less sunlight exposure as a kid and a higher risk of type 1 diabetes.;672
;#NV;Vitamin D has a huge role in how our immune cells work, especially t cells.;673
;#NV;T cells are the ones being implicated the most in type 1 diabetes.;674
;#NV;Don't let babies burn in the sun.;675
;#NV;Don't let kids burn in the sun.;676
;#NV;It's recommended that babies don't avoid the sunlight.;677
;#NV;It's recommended that kids don't avoid the sunlight.;678
;#NV;Babies need sunlight exposure to boost their vitamin D levels.;679
;#NV;Kids need sunlight exposure to boost their vitamin D levels.;680
34;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;The mother or the baby should be taking vitamin D if the mother is breastfeeding.;681
;#NV;In order for the baby to be dosed, it should be started shortly after birth with 400 to 800 units of vitamin D per day. ;682
;#NV;Probiotics containing 600 IUs of vitamin D provide the perfect dose for babies.;683
;#NV;One option is that the breastfeeding mother takes 6,400 IUs of vitamin D per day.;684
;#NV;Suitable for breastfeeding mothers are supplements that are probiotic plus 2,000 IUs of vitamin D and two straight vitamin D capsules with 2,000 IUs.;685
;#NV;The provider should be consulted to seek help and guidance when deciding how to dose vitamin D, whether for the mother or the baby.;686
38;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Es ist geeignet Kindern 2 Tropfen Vitamin D täglich zu geben.;687
;#NV;Es ist empfehlenswert Kindern 800 Einheiten Vitamin D täglich zu geben.;688
;#NV;Es ist extrem essentiell, dass Vitamin D mit K2 genommen wird.;689
65;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;If mothers are exclusively breastfeeding, they need to supplement with vitamin D. ;690
;#NV;When a baby is given formula, it is many times needed to supplement with vitamin D.;691
;#NV;When a baby is given formula and breast milk, it is many times needed to supplement with vitamin D.;692
;#NV;Babies need 400 IUs of vitamin D a day. ;693
;#NV;A daily intake of 32 ounces (946.35 ml) of formula achieves 400 IU of vitamin D.;694
;#NV;Many newborns do not consume 32 ounces (946.35 ml) of formula a day.;695
;#NV;Many young infants do not consume 32 ounces (946.35 ml) of formula a day.;696
;#NV;If newborns don't consume 32 ounces (946.35 ml) of formula a day, they need to supplement with vitamin D. ;697
;#NV;If young infants don't consume 32 ounces (946.35 ml) of formula a day, they need to supplement with vitamin D. ;698
;#NV;Vitamin D supports healthy growth in babies.;699
;#NV;Vitamin D supports healthy bone development in babies.;700
;#NV;Vitamin D promotes healthy bones.;701
;#NV;Vitamin D promotes immune health. ;702
;#NV;Vitamin D promotes respiratory health. ;703
;#NV;The paediatrician is always the best resource for questions about vitamin D supplementation.;704
109;https://www.instagram.com/tv/CBm6RAvBhSz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Ein Vitamin-D-Mangel kann sich negativ auf das Immunsystem auswirken. ;705
;#NV;Ein Vitamin-D-Mangel kann zu höherer Infektanfälligkeit führen. ;706
;#NV;Es bringt überhaupt  nichts extra viel Vitamin-D zu nehmen für ein extra gutes Immunsystem.;707
;#NV;Es ist sehr kontraproduktiv, extra viel Vitamin-D zu nehmen für ein extra gutes Immunsystem.;708
;#NV;Extra viel Vitamin-D zu nehmen für ein extra gutes Immunsystem ist falsch. ;709
;#NV;Extra viel Vitamin-D zu nehmen für ein extra gutes Immunsystem kann lebensgefährlich werden. ;710
;#NV;Die Darreichungsform (Tropfen oder Tabletten) von Vitamin D Präparaten ist besser, mit der besser klargekommen wird. ;711
;#NV;Bei Vitamin D Tropfen sollte immer darauf geachtet werden, dass richtig dosiert wird, um die Gefahr der Überdosierung zu vermeiden. ;712
;#NV;Der Dosierbereich von Vitamin D ist relativ breit und sicher.;713
;#NV;Es sollte immer darauf geachtet werden, dass sich bei Vitamin D Tropfen an die vorgegebene Menge gehalten wird. ;714
;#NV;Es kommt in Deutschland häufig zu einer Vitamin D Unterversorgung von Kindern.;715
;#NV;Eine weiterführende Einnahme von Vitamin D nach den offiziellen Empfehlungen auf jeden Fall sinnvoll sein, vor allem in den Wintermonaten.;716
;#NV;Vitamin-D kann überdosiert werden. ;717
;#NV;Die Überdosierung von Vitamin-D kann lebensgefährlich werden.;718
27;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D in breast milk is directly impacted by the mother's vitamin D stores. ;719
;#NV;Up to 60% of the population in the United States is deficient in vitamin D.;720
;#NV;In other parts of the world than the United States, there is a deficiency in vitamin D worse than up to 60% of the population.;721
;#NV;It is assumed that breast milk is deficient in vitamin D because up to 60% of the population in the United States is deficient in vitamin D, and it's even worse in other parts of the world.;722
;#NV;It's often recommended to supplement exclusively breastfed infants with 400 IU of vitamin D daily. ;723
;#NV;While pregnancy, the expecting mother should definitely want to work to increase the vitamin D stores.;724
;#NV;While breastfeeding, the mother should definitely want to work to increase the vitamin D stores.;725
;#NV;The best way to increase the vitamin D stores during pregnancy is through sun exposure and supplementation, because there are not great food sources. ;726
;#NV;The best way to increase the vitamin D stores during breastfeeding is through sun exposure and supplementation,  because there are not great food sources. ;727
;#NV;Beef liver is a really great source of vitamin D. ;728
;#NV;Cheese is a really great source of vitamin D. ;729
;#NV;Fatty fish is a really great source of vitamin D. ;730
;#NV;Egg yolk is a really great source of vitamin D. ;731
;#NV;Apart from beef liver, cheese, fatty fish, and egg yolk, there are no other great sources of vitamin D. ;732
;#NV;People who aren't supplementing get up to 90% of their vitamin D levels from sun exposure.;733
;#NV;It is recommended to supplement with vitamin D during pregnancy.;734
;#NV;It is recommended to supplement with vitamin D during breastfeeding.;735
;#NV;Taking vitamin D supplements can prevent a lot of pregnancy complications.;736
;#NV;Taking vitamin D supplements during pregnancy can significantly impact the short-term health of a baby.;737
;#NV;Taking vitamin D supplements during pregnancy can significantly impact the long-term health of a baby.;738
;#NV;During pregnancy, vitamin D supplements should be taken on top of the prenatal vitamin because most prenatals either don't have it or don't have enough.;739
;#NV;During breastfeeding, vitamin D supplements should be taken on top of the prenatal vitamin because most prenatals either don't have it or don't have enough.;740
;#NV;If a mother is exclusively breastfeeding, it becomes even more important to supplement with vitamin D. ;741
;#NV;Good outcomes can be achieved with a daily dose of 6400 IU of vitamin D during pregnancy.;742
;#NV;Good outcomes can be achieved with a daily dose of 6400 IU of vitamin D during breastfeeding.;743
;#NV;It is recommended to get 15 to 20 minutes of sun exposure each day without sunscreen.;744
;#NV;When getting 15 to 20 minutes of sun exposure each day, sunscreen can be put on the face, but the arms should be left without sunscreen to be able to get that sun. ;745
;#NV;It is recommended to talk to a provider during pregnancy because they can get a vitamin D test to test the levels to see if there is a deficiency or not.;746
;#NV;It is recommended to talk to a provider during breastfeeding because they can get a vitamin D test to test the levels to see if there is a deficiency or not.;747
;#NV;If pregnant women think they are vitamin D deficient, it's recommended to supplement the newborn baby with 400 IU of vitamin D daily. ;748
;#NV;If pregnant women get their levels tested and are deficient, it's recommended to supplement the newborn baby with 400 IU of vitamin D daily. ;749
;#NV;If breastfeeding mothers get their levels tested and are deficient, it's recommended to supplement the newborn baby with 400 IU of vitamin D daily. ;750
;#NV;"If breastfeeding mothers keep their vitamin D levels up, it is not necessary to give the newborn 400 IU of vitamin D daily. 
";751
;#NV;It is recommended that pregnant women start to keep their vitamin D levels up because it's a win-win situation for both mother and baby.;752
;#NV;It is recommended that breastfeeding mothers start keeping their vitamin D levels up because it's a win-win situation for both mother and baby.;753
62;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Kids should be spending more time in sunlight, not less. ;754
;#NV;If a child avoids sunlight, it might be hampering growth.;755
;#NV;If a child avoids sunlight, it might be hampering development.;756
;#NV;Sunlight is absolutely essential for the synthesis of vitamin D in children.;757
;#NV;Vitamin D is essential for bone growth in children.;758
;#NV;Vitamin D is essential for bone development in children.;759
;#NV;Vitamin D is essential for mental development in children.;760
;#NV;Vitamin D improves immunity in children. ;761
;#NV;Today children are not getting enough time in sunlight. ;762
;#NV;Children spend most of their time indoors because of various reasons, including closed classrooms, closed houses, and so on and so forth. ;763
;#NV;Even when children want to go out and play in the sun, the parents feel it is not good for them, and thus they only send them out late in the evenings when it's beyond 5 o'clock, 5.30.;764
;#NV;Children who are only out late in the evenings when it's beyond 5 o'clock, 5.30, don't get this essential sunlight exposure, which synthesizes vitamin D in them. ;765
;#NV;When children get a chance to get exposed to sunlight, there are all these advertising companies talking about sunscreen for children, which means even when there is a chance they can get sunlight, they don't get sunlight. ;766
;#NV;80% of children are vitamin D deficient right now in India. ;767
;#NV;It is recommended to give children some exposure to sunlight.;768
;#NV;"Exposing children to sunlight is essential for their development early on in life.
";769
;#NV;It is recommended that children play in the sun.;770
;#NV;It is recommended that children do not avoid sunlight.;771
